CustomerID,SignupDate,Gender,AgeBand,Segment,Tier,City,State,Region,PreferredChannel,ActivityWeight
551524,2022-12-23,Male,45+,Family Buyer,Tier-2,Jaipur,Rajasthan,North,Local Multi-brand Retail,0.41
551525,2023-04-02,Male,35-44,Working Professional,Tier-2,Indore,Madhya Pradesh,Central,Amazon India,0.7211
551526,2024-05-25,Male,35-44,Working Professional,Tier-1,Delhi,Delhi,North,Local Multi-brand Retail,0.739
551527,2019-01-21,Female,25-34,Student,Tier-3,Raipur,Chhattisgarh,Central,Croma,0.1346
551528,2023-01-08,Female,18-24,Young Professional,Tier-3,Siliguri,West Bengal,East,Vijay Sales,0.2982
551529,2019-06-28,Male,25-34,Gamer,Tier-1,Chennai,Tamil Nadu,South,Flipkart,1.4481
551530,2020-03-24,Male,18-24,Student,Tier-1,Pune,Maharashtra,West,Reliance Digital,2.224
551531,2022-04-19,Female,18-24,Student,Tier-3,Rajkot,Gujarat,West,Local Multi-brand Retail,1.2759
551532,2022-02-10,Male,45+,Family Buyer,Tier-3,Siliguri,West Bengal,East,Flipkart,0.5211
551533,2020-10-22,Male,18-24,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Flipkart,2.9619
551534,2024-11-12,Female,25-34,Gift Buyer,Tier-3,Trichy,Tamil Nadu,South,Amazon India,0.517
551535,2020-04-18,Female,18-24,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Vijay Sales,1.3036
551536,2023-03-04,Male,18-24,Student,Tier-3,Gwalior,Madhya Pradesh,Central,Amazon India,1.0614
551537,2020-12-29,Male,25-34,Gift Buyer,Tier-1,Pune,Maharashtra,West,boAt Official Website,0.4811
551538,2020-09-06,Male,35-44,Young Professional,Tier-2,Patna,Bihar,East,boAt Official Website,0.3116
551539,2019-04-27,Male,45+,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.508
551540,2021-03-30,Male,45+,Family Buyer,Tier-1,Mumbai,Maharashtra,West,Amazon India,0.6505
551541,2023-07-26,Male,35-44,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.9998
551542,2021-12-08,Female,35-44,Family Buyer,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.3478
551543,2021-07-05,Male,18-24,Working Professional,Tier-1,Pune,Maharashtra,West,Amazon India,0.8136
551544,2019-04-23,Female,25-34,Student,Tier-1,Delhi,Delhi,North,Amazon India,0.8756
551545,2024-01-03,Male,18-24,Student,Tier-1,Chennai,Tamil Nadu,South,Croma,0.3187
551546,2020-04-16,Female,25-34,Gift Buyer,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.5779
551547,2019-04-15,Male,35-44,Family Buyer,Tier-3,Mysuru,Karnataka,South,Local Multi-brand Retail,0.5561
551548,2019-06-28,Female,25-34,Working Professional,Tier-3,Raipur,Chhattisgarh,Central,Flipkart,0.7873
551549,2021-06-30,Female,25-34,Student,Tier-2,Indore,Madhya Pradesh,Central,Croma,0.5802
551550,2022-08-25,Male,18-24,Student,Tier-1,Hyderabad,Telangana,South,Amazon India,0.5327
551551,2019-07-28,Female,45+,Working Professional,Tier-2,Kochi,Kerala,South,Flipkart,0.7012
551552,2024-01-27,Female,18-24,Young Professional,Tier-2,Kochi,Kerala,South,Flipkart,0.3018
551553,2019-05-26,Male,18-24,Student,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.6144
551554,2022-05-31,Male,45+,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Amazon India,0.7584
551555,2023-08-09,Female,35-44,Young Professional,Tier-3,Trichy,Tamil Nadu,South,Amazon India,0.2997
551556,2021-07-02,Female,25-34,Young Professional,Tier-2,Patna,Bihar,East,Local Multi-brand Retail,1.2793
551557,2024-06-11,Female,25-34,Working Professional,Tier-2,Vadodara,Gujarat,West,Flipkart,0.8007
551558,2023-09-20,Male,25-34,Young Professional,Tier-2,Coimbatore,Tamil Nadu,South,Flipkart,1.5134
551559,2022-07-30,Male,25-34,Young Professional,Tier-1,Kolkata,West Bengal,East,Amazon India,3.0996
551560,2024-07-04,Male,35-44,Working Professional,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.4945
551561,2021-03-18,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,boAt Official Website,2.8365
551562,2024-03-08,Female,35-44,Family Buyer,Tier-1,Delhi,Delhi,North,Amazon India,1.7639
551563,2022-11-04,Male,45+,Family Buyer,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,0.2755
551564,2019-07-17,Male,25-34,Student,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.4491
551565,2022-11-19,Male,25-34,Student,Tier-3,Dehradun,Uttarakhand,North,Flipkart,0.3793
551566,2022-09-30,Male,25-34,Young Professional,Tier-3,Asansol,West Bengal,East,Local Multi-brand Retail,0.8943
551567,2021-09-02,Female,35-44,Gift Buyer,Tier-2,Surat,Gujarat,West,Amazon India,0.764
551568,2024-11-08,Male,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,boAt Official Website,0.6439
551569,2022-10-08,Female,35-44,Student,Tier-3,Raipur,Chhattisgarh,Central,boAt Official Website,0.1231
551570,2020-11-17,Male,25-34,Family Buyer,Tier-3,Jabalpur,Madhya Pradesh,Central,Local Multi-brand Retail,0.2348
551571,2020-02-22,Female,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,0.4499
551572,2024-10-30,Male,35-44,Young Professional,Tier-3,Mysuru,Karnataka,South,Amazon India,0.645
551573,2021-05-26,Male,45+,Young Professional,Tier-3,Siliguri,West Bengal,East,Local Multi-brand Retail,1.0085
551574,2023-05-25,Male,18-24,Student,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.8652
551575,2021-05-12,Male,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,boAt Official Website,0.3004
551576,2019-12-22,Female,25-34,Gamer,Tier-2,Jaipur,Rajasthan,North,Flipkart,1.2171
551577,2019-11-17,Female,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Flipkart,1.019
551578,2019-07-11,Male,45+,Family Buyer,Tier-1,Ahmedabad,Gujarat,West,Amazon India,0.3363
551579,2020-01-05,Male,18-24,Student,Tier-1,Hyderabad,Telangana,South,Flipkart,0.8522
551580,2023-03-17,Female,18-24,Young Professional,Tier-3,Dehradun,Uttarakhand,North,Local Multi-brand Retail,0.3346
551581,2019-09-14,Male,18-24,Student,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,0.7173
551582,2020-07-23,Female,35-44,Gift Buyer,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,0.9853
551583,2023-12-08,Male,18-24,Student,Tier-3,Bareilly,Uttar Pradesh,North,Flipkart,0.1974
551584,2021-09-02,Female,45+,Family Buyer,Tier-3,Rajkot,Gujarat,West,Amazon India,0.5529
551585,2022-08-30,Male,18-24,Student,Tier-3,Raipur,Chhattisgarh,Central,Reliance Digital,0.4779
551586,2020-10-04,Male,18-24,Young Professional,Tier-1,Pune,Maharashtra,West,Flipkart,5.1595
551587,2020-11-13,Male,25-34,Gamer,Tier-3,Jodhpur,Rajasthan,North,Flipkart,0.304
551588,2024-02-06,Male,25-34,Working Professional,Tier-1,Hyderabad,Telangana,South,Reliance Digital,1.545
551589,2019-01-11,Female,25-34,Student,Tier-1,Pune,Maharashtra,West,boAt Official Website,0.3149
551590,2020-01-22,Male,35-44,Working Professional,Tier-1,Mumbai,Maharashtra,West,Croma,0.6359
551591,2022-12-23,Female,45+,Family Buyer,Tier-3,Siliguri,West Bengal,East,Amazon India,1.4712
551592,2021-06-28,Male,25-34,Young Professional,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,0.7336
551593,2024-11-17,Male,25-34,Family Buyer,Tier-1,Kolkata,West Bengal,East,Amazon India,1.6376
551594,2022-02-21,Male,18-24,Young Professional,Tier-2,Coimbatore,Tamil Nadu,South,Flipkart,1.3482
551595,2020-11-12,Male,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,2.99
551596,2024-05-12,Male,35-44,Family Buyer,Tier-1,Ahmedabad,Gujarat,West,Reliance Digital,1.5082
551597,2021-01-07,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Flipkart,0.4815
551598,2022-11-21,Male,25-34,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Amazon India,0.7104
551599,2021-12-23,Male,45+,Gift Buyer,Tier-1,Bengaluru,Karnataka,South,Amazon India,0.6181
551600,2024-01-17,Male,18-24,Gamer,Tier-2,Nagpur,Maharashtra,West,Flipkart,0.6193
551601,2023-02-02,Male,25-34,Young Professional,Tier-2,Surat,Gujarat,West,Croma,1.882
551602,2024-06-13,Male,45+,Gift Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.1826
551603,2021-09-13,Male,25-34,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Vijay Sales,0.6805
551604,2023-09-16,Male,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Reliance Digital,1.7662
551605,2019-01-05,Male,35-44,Working Professional,Tier-3,Bareilly,Uttar Pradesh,North,Amazon India,0.6488
551606,2020-03-23,Male,18-24,Student,Tier-2,Patna,Bihar,East,Croma,0.7158
551607,2024-08-01,Male,35-44,Family Buyer,Tier-2,Indore,Madhya Pradesh,Central,Croma,0.3751
551608,2020-10-01,Female,25-34,Student,Tier-3,Siliguri,West Bengal,East,boAt Official Website,0.3042
551609,2019-11-30,Female,25-34,Working Professional,Tier-2,Vadodara,Gujarat,West,Amazon India,0.5199
551610,2023-02-15,Male,45+,Working Professional,Tier-3,Kota,Rajasthan,North,boAt Official Website,0.9583
551611,2020-02-01,Male,18-24,Student,Tier-1,Hyderabad,Telangana,South,Vijay Sales,0.3436
551612,2023-01-08,Male,18-24,Student,Tier-2,Surat,Gujarat,West,Flipkart,0.8093
551613,2019-01-03,Male,25-34,Student,Tier-1,Delhi,Delhi,North,Croma,0.5208
551614,2019-12-02,Male,18-24,Student,Tier-2,Jaipur,Rajasthan,North,Amazon India,1.4342
551615,2024-11-02,Female,25-34,Student,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.0584
551616,2021-10-16,Male,18-24,Family Buyer,Tier-2,Coimbatore,Tamil Nadu,South,Flipkart,0.4869
551617,2019-05-18,Male,25-34,Young Professional,Tier-3,Jabalpur,Madhya Pradesh,Central,Flipkart,0.6165
551618,2022-07-02,Male,45+,Young Professional,Tier-1,Pune,Maharashtra,West,Flipkart,0.7776
551619,2020-09-06,Male,18-24,Young Professional,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,2.9818
551620,2023-11-24,Female,18-24,Gamer,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,0.3126
551621,2024-06-05,Male,18-24,Gamer,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,1.6668
551622,2020-06-25,Male,25-34,Young Professional,Tier-3,Asansol,West Bengal,East,Reliance Digital,0.8285
551623,2019-03-12,Female,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,boAt Official Website,0.894
551624,2024-04-19,Male,18-24,Student,Tier-2,Nagpur,Maharashtra,West,Vijay Sales,0.17
551625,2021-08-23,Female,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Croma,1.1103
551626,2024-03-01,Male,45+,Young Professional,Tier-3,Raipur,Chhattisgarh,Central,Local Multi-brand Retail,0.4888
551627,2020-10-19,Female,35-44,Family Buyer,Tier-3,Trichy,Tamil Nadu,South,Croma,0.2691
551628,2023-01-29,Female,35-44,Young Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,1.2561
551629,2021-09-09,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.959
551630,2024-06-13,Male,35-44,Working Professional,Tier-2,Jaipur,Rajasthan,North,Flipkart,0.3305
551631,2022-12-23,Female,25-34,Student,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,0.7664
551632,2019-05-14,Male,45+,Family Buyer,Tier-3,Jabalpur,Madhya Pradesh,Central,Amazon India,1.0624
551633,2023-12-15,Male,25-34,Gift Buyer,Tier-1,Ahmedabad,Gujarat,West,Amazon India,2.5532
551634,2022-10-11,Male,18-24,Student,Tier-1,Bengaluru,Karnataka,South,Croma,0.5357
551635,2024-04-14,Male,18-24,Young Professional,Tier-1,Delhi,Delhi,North,Vijay Sales,3.4892
551636,2024-05-02,Female,25-34,Family Buyer,Tier-1,Mumbai,Maharashtra,West,Flipkart,1.0914
551637,2023-11-08,Male,25-34,Young Professional,Tier-3,Agra,Uttar Pradesh,North,Local Multi-brand Retail,1.1061
551638,2020-11-08,Male,18-24,Student,Tier-2,Vadodara,Gujarat,West,Croma,0.3643
551639,2020-12-11,Male,18-24,Gamer,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.3196
551640,2020-01-08,Male,18-24,Young Professional,Tier-3,Siliguri,West Bengal,East,Local Multi-brand Retail,0.3622
551641,2019-11-06,Female,25-34,Young Professional,Tier-1,Pune,Maharashtra,West,Amazon India,1.9343
551642,2021-07-05,Female,18-24,Gamer,Tier-2,Chandigarh,Chandigarh,North,Amazon India,0.4261
551643,2021-03-16,Female,18-24,Gamer,Tier-1,Ahmedabad,Gujarat,West,Amazon India,0.3039
551644,2019-06-23,Female,45+,Family Buyer,Tier-1,Chennai,Tamil Nadu,South,Reliance Digital,0.7014
551645,2024-11-12,Male,35-44,Young Professional,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.9308
551646,2021-01-15,Female,25-34,Young Professional,Tier-1,Hyderabad,Telangana,South,boAt Official Website,0.8713
551647,2023-07-05,Male,18-24,Student,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,0.4882
551648,2022-01-23,Male,25-34,Working Professional,Tier-1,Hyderabad,Telangana,South,Amazon India,1.8904
551649,2020-10-17,Female,35-44,Family Buyer,Tier-2,Chandigarh,Chandigarh,North,Local Multi-brand Retail,0.8968
551650,2020-09-26,Female,25-34,Young Professional,Tier-1,Mumbai,Maharashtra,West,Flipkart,1.4857
551651,2019-07-29,Female,45+,Family Buyer,Tier-2,Nagpur,Maharashtra,West,boAt Official Website,0.2041
551652,2024-05-20,Female,35-44,Family Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,boAt Official Website,0.2058
551653,2024-06-01,Female,35-44,Student,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.7722
551654,2023-05-03,Male,25-34,Gift Buyer,Tier-2,Nagpur,Maharashtra,West,Reliance Digital,0.7307
551655,2022-12-19,Male,18-24,Gamer,Tier-2,Indore,Madhya Pradesh,Central,boAt Official Website,0.7679
551656,2021-02-12,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.8643
551657,2021-09-24,Female,35-44,Young Professional,Tier-1,Kolkata,West Bengal,East,Flipkart,3.0023
551658,2023-03-15,Female,35-44,Young Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.8896
551659,2022-02-27,Male,35-44,Working Professional,Tier-2,Patna,Bihar,East,Flipkart,0.3205
551660,2019-05-07,Male,45+,Family Buyer,Tier-2,Jaipur,Rajasthan,North,Flipkart,1.559
551661,2024-01-06,Male,45+,Working Professional,Tier-2,Coimbatore,Tamil Nadu,South,boAt Official Website,2.0917
551662,2024-08-07,Male,25-34,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Amazon India,1.5897
551663,2021-02-25,Female,25-34,Young Professional,Tier-1,Delhi,Delhi,North,Flipkart,0.3695
551664,2024-02-25,Male,25-34,Young Professional,Tier-2,Kochi,Kerala,South,Vijay Sales,0.4227
551665,2020-02-12,Male,18-24,Student,Tier-2,Indore,Madhya Pradesh,Central,Flipkart,0.1147
551666,2024-01-19,Male,25-34,Working Professional,Tier-3,Mysuru,Karnataka,South,Local Multi-brand Retail,2.1325
551667,2021-12-14,Male,18-24,Young Professional,Tier-1,Mumbai,Maharashtra,West,Amazon India,1.0464
551668,2020-09-16,Female,45+,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Croma,0.4179
551669,2021-11-27,Male,25-34,Working Professional,Tier-3,Varanasi,Uttar Pradesh,North,Flipkart,0.3121
551670,2021-03-26,Male,18-24,Gamer,Tier-3,Mysuru,Karnataka,South,Croma,0.5612
551671,2023-04-12,Female,18-24,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Flipkart,11.7171
551672,2024-01-09,Male,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,2.0025
551673,2022-02-10,Female,35-44,Family Buyer,Tier-2,Chandigarh,Chandigarh,North,Flipkart,0.3839
551674,2022-11-04,Male,25-34,Young Professional,Tier-3,Dhanbad,Jharkhand,East,Local Multi-brand Retail,0.442
551675,2024-06-10,Male,18-24,Student,Tier-2,Ludhiana,Punjab,North,Flipkart,0.4488
551676,2023-03-18,Female,25-34,Young Professional,Tier-3,Kota,Rajasthan,North,Flipkart,0.4204
551677,2019-06-03,Female,18-24,Student,Tier-3,Agra,Uttar Pradesh,North,Flipkart,0.2561
551678,2019-06-06,Male,35-44,Family Buyer,Tier-1,Ahmedabad,Gujarat,West,boAt Official Website,0.517
551679,2023-08-08,Male,25-34,Gamer,Tier-3,Jabalpur,Madhya Pradesh,Central,Amazon India,0.1031
551680,2023-12-04,Female,35-44,Young Professional,Tier-3,Raipur,Chhattisgarh,Central,Amazon India,1.2311
551681,2023-06-26,Male,25-34,Gift Buyer,Tier-2,Vadodara,Gujarat,West,Flipkart,0.7623
551682,2023-02-12,Female,18-24,Student,Tier-3,Dhanbad,Jharkhand,East,Amazon India,0.5965
551683,2021-07-02,Male,35-44,Young Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,4.9996
551684,2021-05-25,Male,18-24,Student,Tier-1,Pune,Maharashtra,West,Flipkart,0.8976
551685,2019-01-15,Female,18-24,Young Professional,Tier-1,Bengaluru,Karnataka,South,Amazon India,1.0634
551686,2022-05-26,Male,45+,Gift Buyer,Tier-1,Chennai,Tamil Nadu,South,Flipkart,0.5462
551687,2020-04-16,Male,45+,Family Buyer,Tier-1,Kolkata,West Bengal,East,Amazon India,0.3257
551688,2022-01-02,Female,18-24,Gamer,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.9763
551689,2022-10-27,Male,35-44,Family Buyer,Tier-1,Hyderabad,Telangana,South,Amazon India,0.2406
551690,2019-11-16,Male,18-24,Young Professional,Tier-2,Bhopal,Madhya Pradesh,Central,Amazon India,1.5094
551691,2023-03-06,Male,25-34,Young Professional,Tier-3,Gwalior,Madhya Pradesh,Central,Local Multi-brand Retail,0.4161
551692,2023-06-07,Male,18-24,Student,Tier-3,Raipur,Chhattisgarh,Central,Amazon India,0.5481
551693,2023-08-06,Male,35-44,Family Buyer,Tier-1,Delhi,Delhi,North,Vijay Sales,0.9262
551694,2022-05-06,Female,25-34,Working Professional,Tier-3,Varanasi,Uttar Pradesh,North,Amazon India,0.3837
551695,2019-12-25,Male,18-24,Student,Tier-3,Jabalpur,Madhya Pradesh,Central,Amazon India,0.7659
551696,2021-05-30,Female,18-24,Student,Tier-2,Kochi,Kerala,South,Reliance Digital,0.229
551697,2022-03-01,Male,25-34,Gift Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.2706
551698,2022-05-11,Female,25-34,Gift Buyer,Tier-1,Bengaluru,Karnataka,South,Flipkart,1.1566
551699,2023-10-23,Male,35-44,Family Buyer,Tier-1,Delhi,Delhi,North,Flipkart,0.7494
551700,2021-01-10,Male,35-44,Young Professional,Tier-1,Hyderabad,Telangana,South,Amazon India,2.2029
551701,2024-11-19,Male,18-24,Gamer,Tier-2,Jaipur,Rajasthan,North,Flipkart,0.8584
551702,2023-12-20,Male,45+,Working Professional,Tier-2,Surat,Gujarat,West,boAt Official Website,0.3362
551703,2021-05-04,Male,25-34,Young Professional,Tier-2,Patna,Bihar,East,Vijay Sales,1.3286
551704,2022-12-20,Male,18-24,Student,Tier-2,Ludhiana,Punjab,North,boAt Official Website,2.2335
551705,2023-01-26,Male,18-24,Student,Tier-2,Bhopal,Madhya Pradesh,Central,boAt Official Website,0.7183
551706,2022-05-20,Male,35-44,Family Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Amazon India,0.666
551707,2023-05-21,Male,25-34,Working Professional,Tier-2,Jaipur,Rajasthan,North,Local Multi-brand Retail,3.1405
551708,2024-05-05,Female,35-44,Gift Buyer,Tier-1,Hyderabad,Telangana,South,Flipkart,1.0301
551709,2021-06-11,Male,35-44,Working Professional,Tier-1,Delhi,Delhi,North,Amazon India,0.7498
551710,2022-08-16,Female,25-34,Young Professional,Tier-2,Surat,Gujarat,West,Amazon India,1.1832
551711,2024-11-25,Male,35-44,Family Buyer,Tier-3,Varanasi,Uttar Pradesh,North,Amazon India,0.4239
551712,2020-06-01,Male,18-24,Student,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.231
551713,2022-05-13,Male,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,Amazon India,0.5881
551714,2019-06-21,Male,18-24,Gamer,Tier-2,Lucknow,Uttar Pradesh,North,Amazon India,1.5048
551715,2021-08-15,Female,25-34,Young Professional,Tier-3,Kota,Rajasthan,North,Reliance Digital,0.8847
551716,2024-03-05,Male,25-34,Family Buyer,Tier-3,Agra,Uttar Pradesh,North,Flipkart,0.4844
551717,2020-08-01,Female,35-44,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Amazon India,1.1186
551718,2022-09-12,Male,18-24,Student,Tier-2,Lucknow,Uttar Pradesh,North,Flipkart,0.2227
551719,2023-02-01,Male,18-24,Student,Tier-3,Jabalpur,Madhya Pradesh,Central,Local Multi-brand Retail,0.475
551720,2021-10-18,Male,35-44,Young Professional,Tier-1,Bengaluru,Karnataka,South,Flipkart,0.2751
551721,2022-05-14,Male,18-24,Gift Buyer,Tier-2,Surat,Gujarat,West,Flipkart,0.7098
551722,2019-04-10,Female,18-24,Young Professional,Tier-1,Pune,Maharashtra,West,Amazon India,1.0308
551723,2024-07-14,Female,35-44,Working Professional,Tier-3,Rajkot,Gujarat,West,Croma,0.3392
551724,2024-02-22,Male,18-24,Student,Tier-2,Patna,Bihar,East,Croma,0.3724
551725,2019-07-17,Male,35-44,Family Buyer,Tier-2,Chandigarh,Chandigarh,North,Croma,0.2485
551726,2023-07-13,Male,18-24,Student,Tier-1,Pune,Maharashtra,West,Croma,0.2856
551727,2019-11-10,Male,35-44,Working Professional,Tier-2,Lucknow,Uttar Pradesh,North,Local Multi-brand Retail,0.7517
551728,2021-09-03,Male,45+,Family Buyer,Tier-2,Surat,Gujarat,West,Amazon India,0.8378
551729,2024-06-27,Male,25-34,Student,Tier-1,Bengaluru,Karnataka,South,Croma,0.8251
551730,2019-02-22,Male,25-34,Gift Buyer,Tier-3,Mysuru,Karnataka,South,Flipkart,0.4333
551731,2024-01-16,Female,35-44,Family Buyer,Tier-3,Bareilly,Uttar Pradesh,North,Local Multi-brand Retail,0.1578
551732,2022-11-26,Female,18-24,Young Professional,Tier-1,Chennai,Tamil Nadu,South,Flipkart,5.8848
551733,2024-01-06,Male,18-24,Student,Tier-2,Patna,Bihar,East,boAt Official Website,1.893
551734,2021-08-27,Female,18-24,Student,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.1847
551735,2019-01-02,Male,18-24,Student,Tier-1,Hyderabad,Telangana,South,Amazon India,0.8476
551736,2019-12-29,Female,35-44,Student,Tier-2,Nagpur,Maharashtra,West,Amazon India,0.7085
551737,2024-02-06,Female,25-34,Young Professional,Tier-3,Mysuru,Karnataka,South,Amazon India,3.4707
551738,2019-01-07,Male,18-24,Gamer,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.3353
551739,2020-01-05,Male,18-24,Working Professional,Tier-2,Jaipur,Rajasthan,North,Amazon India,0.6722
551740,2021-04-18,Male,35-44,Working Professional,Tier-1,Mumbai,Maharashtra,West,boAt Official Website,0.5741
551741,2023-07-27,Male,18-24,Student,Tier-3,Jodhpur,Rajasthan,North,Local Multi-brand Retail,0.23
551742,2023-06-25,Female,18-24,Student,Tier-2,Jaipur,Rajasthan,North,boAt Official Website,0.1433
551743,2024-02-24,Female,18-24,Young Professional,Tier-3,Dhanbad,Jharkhand,East,Reliance Digital,1.4617
551744,2022-08-20,Female,18-24,Student,Tier-1,Ahmedabad,Gujarat,West,Croma,0.7377
551745,2020-09-28,Female,45+,Family Buyer,Tier-1,Chennai,Tamil Nadu,South,Amazon India,0.4625
551746,2023-01-03,Male,25-34,Young Professional,Tier-3,Dehradun,Uttarakhand,North,Local Multi-brand Retail,2.2376
551747,2022-04-05,Female,25-34,Young Professional,Tier-1,Pune,Maharashtra,West,Croma,0.3179
551748,2023-10-18,Male,25-34,Student,Tier-2,Chandigarh,Chandigarh,North,Amazon India,1.1
551749,2022-05-09,Male,18-24,Student,Tier-3,Siliguri,West Bengal,East,Vijay Sales,1.0718
551750,2021-08-28,Male,25-34,Gift Buyer,Tier-3,Mysuru,Karnataka,South,Croma,0.1896
551751,2024-07-20,Male,18-24,Student,Tier-2,Coimbatore,Tamil Nadu,South,Flipkart,0.2256
551752,2019-11-13,Male,45+,Family Buyer,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,1.0066
551753,2023-05-31,Male,45+,Family Buyer,Tier-2,Nagpur,Maharashtra,West,Flipkart,1.2506
551754,2022-04-17,Male,18-24,Student,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.3594
551755,2020-02-11,Female,18-24,Gamer,Tier-2,Kochi,Kerala,South,Flipkart,0.3249
551756,2021-05-30,Male,18-24,Student,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,1.3237
551757,2023-05-24,Male,18-24,Student,Tier-3,Kota,Rajasthan,North,Croma,0.5486
551758,2022-01-02,Male,35-44,Family Buyer,Tier-1,Bengaluru,Karnataka,South,Amazon India,1.1431
551759,2020-08-31,Male,18-24,Student,Tier-2,Jaipur,Rajasthan,North,Local Multi-brand Retail,0.7921
551760,2022-08-18,Female,25-34,Gift Buyer,Tier-1,Kolkata,West Bengal,East,Amazon India,0.1526
551761,2023-08-12,Male,25-34,Working Professional,Tier-2,Bhopal,Madhya Pradesh,Central,Flipkart,0.5008
551762,2020-07-01,Male,18-24,Gamer,Tier-2,Nagpur,Maharashtra,West,boAt Official Website,3.6943
551763,2021-09-16,Male,18-24,Student,Tier-3,Bareilly,Uttar Pradesh,North,Amazon India,0.5846
551764,2021-01-27,Male,35-44,Student,Tier-1,Pune,Maharashtra,West,Flipkart,0.7291
551765,2019-07-07,Female,18-24,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Flipkart,0.8205
551766,2023-07-10,Female,18-24,Young Professional,Tier-2,Coimbatore,Tamil Nadu,South,Amazon India,0.5568
551767,2019-05-18,Female,18-24,Student,Tier-1,Pune,Maharashtra,West,boAt Official Website,1.0606
551768,2022-06-23,Female,18-24,Student,Tier-2,Kochi,Kerala,South,Local Multi-brand Retail,1.0792
551769,2020-08-14,Male,18-24,Gamer,Tier-2,Ludhiana,Punjab,North,boAt Official Website,0.777
551770,2020-07-17,Male,18-24,Gamer,Tier-2,Chandigarh,Chandigarh,North,Amazon India,0.5976
551771,2022-07-02,Male,35-44,Young Professional,Tier-3,Siliguri,West Bengal,East,Flipkart,1.484
551772,2023-11-15,Male,25-34,Young Professional,Tier-2,Indore,Madhya Pradesh,Central,Amazon India,0.096
551773,2022-04-28,Male,35-44,Family Buyer,Tier-2,Patna,Bihar,East,Amazon India,0.2175
551774,2022-04-18,Male,18-24,Young Professional,Tier-1,Ahmedabad,Gujarat,West,Croma,3.7243
551775,2019-01-21,Male,35-44,Gift Buyer,Tier-1,Mumbai,Maharashtra,West,Flipkart,0.4016
551776,2023-08-18,Male,35-44,Working Professional,Tier-3,Rajkot,Gujarat,West,Amazon India,0.8029
